control_id,property_id,is_key,section,local_description
38,26,0,"Additional properties","The background color of a control."
38,27,0,"Additional properties","The color of a control's border when the control is focused."
38,28,0,"Additional properties","The thickness of a control's border when the control is focused."
38,12,0,"Additional properties","The name of the family of fonts in which text appears."
38,13,0,"Additional properties","The weight of the text in a control: Bold, Semibold, Normal, or Lighter."
38,130,0,"Additional properties","Whether the user input is restricted to numbers only or can be any text. When set to Number, only digits and certain numeric symbols can be entered. Supported symbols and formats depend on the browser language and cannot be set on individual controls."
38,42,0,"Additional properties","The distance between a control's top and bottom edges."
38,229,0,"Additional properties","Light-grey text that appears in an input-text control if it's empty."
38,32,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
38,33,0,"Additional properties","The color of the text in a control when the user keeps the mouse pointer on it."
38,34,0,"Additional properties","The background color of a control when the user keeps the mouse pointer on it."
38,14,0,"Additional properties","Whether the text in a control is italic."
38,19,0,"Additional properties","The distance between, for example, lines of text or items in a list."
38,230,0,"Additional properties","The number of characters that the user can type into a text-input control."
38,149,0,"Additional properties","The control is in SingleLine, Multiline, or Password mode."
38,5,0,"Additional properties","Actions to perform when the user changes the value of a control (for example, by adjusting a slider)."
38,6,0,"Additional properties","Actions to perform when the user taps or clicks a control."
38,47,0,"Additional properties","The distance between text in a control and the bottom edge of that control."
38,48,0,"Additional properties","The distance between text in a control and the left edge of that control."
38,49,0,"Additional properties","The distance between text in a control and the right edge of that control."
38,50,0,"Additional properties","The distance between text in a control and the top edge of that control."
38,35,0,"Additional properties","The color of a control's border when the user taps or clicks that control."
38,36,0,"Additional properties","The color of text in a control when the user taps or clicks that control."
38,37,0,"Additional properties","The background color of a control when the user taps or clicks that control."
38,51,0,"Additional properties","The degree to which the bottom-left corner of a control is rounded."
38,52,0,"Additional properties","The degree to which the bottom-right corner of a control is rounded."
38,53,0,"Additional properties","The degree to which the top-left corner of a control is rounded."
38,54,0,"Additional properties","The degree to which the top-right corner of a control is rounded."
38,7,0,"Additional properties","Whether a control reverts to its default value."
38,15,0,"Additional properties","The font size of the text that appears on a control."
38,16,0,"Additional properties","Whether a line appears through the text that appears on a control."
38,72,0,"Additional properties","Keyboard navigation order in relation to other controls."
38,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
38,17,0,"Additional properties","Whether a line appears under the text that appears on a control."
38,231,0,"Additional properties","Type of virtual keyboard, text or numeric, that appears on an app user's touch screen. The Format property determines the default value. Device support varies. Devices that are running iOS must have at least version 12.2. The recommended version of Android is 9.0, and capabilities of numeric keyboards vary for Android devices. Windows 10 doesn't support this property."
38,11,0,"Additional properties","Whether a control appears or is hidden."
38,44,0,"Additional properties","The distance between a control's left and right edges."
38,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
38,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
39,232,1,"Key properties","How long a timer runs in milliseconds. The maximum is 24 hours expressed in milliseconds. Default is 60 seconds."
39,233,1,"Key properties","Actions to perform when a timer finishes running."
39,234,1,"Key properties","Whether a timer automatically restarts when it finishes running."
39,235,0,"Additional properties","The location of text in relation to the horizontal center of its control."
39,236,0,"Additional properties","Whether the timer control automatically pauses if the user navigates to a different screen."
39,237,0,"Additional properties","Whether the timer control automatically starts to play when the user navigates to the screen that contains that control."
39,238,0,"Additional properties","The color of a control's border."
39,239,0,"Additional properties","Whether a control's border is `Solid`, `Dashed`, `Dotted`, or `None`."
39,240,0,"Additional properties","The thickness of a control's border."
39,241,0,"Additional properties","The color of text in a control."
39,242,0,"Additional properties","Whether the control allows user input (`Edit`), only displays data (`View`), or is disabled (`Disabled`)."
39,243,0,"Additional properties","The color of a control's border if the control's `DisplayMode` property is set to `Disabled`."
39,244,0,"Additional properties","The color of text in a control if its `DisplayMode` property is set to `Disabled`."
39,245,0,"Additional properties","The background color of a control if its `DisplayMode` property is set to `Disabled`."
39,246,0,"Additional properties","The background color of a control."
39,247,0,"Additional properties","The color of a control's border when the control is focused."
39,248,0,"Additional properties","The thickness of a control's border when the control is focused."
39,249,0,"Additional properties","The name of the family of fonts in which text appears."
39,250,0,"Additional properties","The weight of the text in a control: `Bold`, `Semibold`, `Normal`, or `Lighter`."
39,251,0,"Additional properties","The distance between a control's top and bottom edges."
39,252,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
39,253,0,"Additional properties","The color of the text in a control when the user keeps the mouse pointer on it."
39,254,0,"Additional properties","The background color of a control when the user keeps the mouse pointer on it."
39,255,0,"Additional properties","Whether the text in a control is italic."
39,256,0,"Additional properties","Actions to perform when the user taps or clicks a control."
39,257,0,"Additional properties","Actions to perform when a timer starts to run."
39,258,0,"Additional properties","The color of a control's border when the user taps or clicks that control."
39,259,0,"Additional properties","The color of text in a control when the user taps or clicks that control."
39,260,0,"Additional properties","The background color of a control when the user taps or clicks that control."
39,261,0,"Additional properties","Whether a control reverts to its default value."
39,262,0,"Additional properties","The font size of the text that appears on a control."
39,263,0,"Additional properties","Whether the timer starts."
39,264,0,"Additional properties","Whether a line appears through the text that appears on a control."
39,265,0,"Additional properties","Keyboard navigation order in relation to other controls."
39,266,0,"Additional properties","Text that appears on a control or that the user types into a control."
39,267,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
39,268,0,"Additional properties","Whether a line appears under the text that appears on a control."
39,269,0,"Additional properties","Whether a control appears or is hidden."
39,270,0,"Additional properties","The distance between a control's left and right edges."
39,271,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
39,272,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
40,1,1,"Key properties","The initial value of a control before it is changed by the user."
40,10,1,"Key properties","The value of an input control."
40,63,0,"Additional properties","Label for screen readers."
40,21,0,"Additional properties","The color of a control's border."
40,22,0,"Additional properties","Whether a control's border is Solid, Dashed, Dotted, or None."
40,23,0,"Additional properties","The thickness of a control's border."
40,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
40,29,0,"Additional properties","The color of a control's border if the control's DisplayMode property is set to Disabled."
40,273,0,"Additional properties","The toggle fill color when the toggle is off."
40,274,0,"Additional properties","The toggle hover fill color when toggle is off."
40,275,0,"Additional properties","The text shown when the toggle is off."
40,26,0,"Additional properties","The background color of a control."
40,27,0,"Additional properties","The color of a control's border when the control is focused."
40,28,0,"Additional properties","The thickness of a control's border when the control is focused."
40,217,0,"Additional properties","The fill color of the toggle handle."
40,42,0,"Additional properties","The distance between a control's top and bottom edges."
40,32,0,"Additional properties","The color of a control's border when the user keeps the mouse pointer on that control."
40,5,0,"Additional properties","Actions to perform when the user changes the value of a control (for example, by adjusting a slider)."
40,117,0,"Additional properties","Actions to perform when the value of a checkbox or a toggle changes to true."
40,6,0,"Additional properties","Actions to perform when the user taps or clicks a control."
40,118,0,"Additional properties","Actions to perform when the value of a checkbox or a toggle changes to false."
40,35,0,"Additional properties","The color of a control's border when the user taps or clicks that control."
40,220,0,"Additional properties","The background color of the rectangle in a toggle control when its value is false or the color of the line to the right of the handle in a slider control."
40,221,0,"Additional properties","When you hover on a toggle control or a slider, the background color of the rectangle in a toggle control when its value is false or the color of the line to the right of the handle in a slider control."
40,7,0,"Additional properties","Whether a control reverts to its default value."
40,276,0,"Additional properties","Whether a text label is shown beside the toggle control."
40,72,0,"Additional properties","Keyboard navigation order in relation to other controls."
40,277,0,"Additional properties","Whether the label is to the left or the right of the toggle control."
40,9,0,"Additional properties","Explanatory text that appears when the user hovers over a control."
40,278,0,"Additional properties","Toggle fill color when the toggle is on."
40,279,0,"Additional properties","Toggle hover fill color when the toggle is on."
40,280,0,"Additional properties","Text shown when the toggle is on."
40,222,0,"Additional properties","The background color of the rectangle in a toggle control when its value is true or the color of the line to the left of the handle in a slider control."
40,223,0,"Additional properties","When you keep the mouse pointer on a toggle control or a slider, the background color of the rectangle in a toggle control when its value is true or the color of the line to the left of the handle in a slider control."
40,11,0,"Additional properties","Whether a control appears or is hidden."
40,44,0,"Additional properties","The distance between a control's left and right edges."
40,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
40,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
42,211,0,General,"The name of the person or entity. Name is used to determine the initials displayed when there's no image and is also used for accessibility."
42,56,0,General,"The visual representation for the person or entity."
42,281,0,General,"A small visual decoration added to convey status of the person or entity."
42,11,0,General,"Whether a control appears or is hidden."
42,40,0,"Size and position","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
42,41,0,"Size and position","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
42,44,0,"Size and position","The distance between a control's left and right edges."
42,42,0,"Size and position","The distance between a control's top and bottom edges."
42,282,0,"Style and theme","Whether the avatar appears with a circular or square shape."
42,283,0,"Style and theme","An avatar can have portions of itself styled for greater emphasis or to be subtle."
42,284,0,"Style and theme","The color palette applied to a control. This impacts all surfaces of the control that render a theme color. If the value is null or zero, then the color is driven by the selected Fluent theme."
42,12,0,"Style and theme","The name of the family of fonts in which text appears."
42,285,0,"Style and theme","The font size of the text that appears on a control. If the value is null or zero, then the font size is driven by selected Fluent theme."
42,286,0,"Style and theme","The color of text in a control."
42,13,0,"Style and theme","The weight of the text in a control: Bold, Lighter, Normal, or Semibold."
42,287,0,"Style and theme","Whether the text in a control is italic."
42,288,0,"Style and theme","Whether a line appears under the text that appears on a control."
42,289,0,"Style and theme","Whether a line appears through the text that appears on a control."
42,290,0,"Additional properties","Adjusts the Badge icon to show its corresponding ""out of office"" variant."
43,8,0,General,"Text that appears on the button. To change the button text, select the button and either:"
43,63,0,General,"Label for screen readers."
43,11,0,General,"Whether a control appears or is hidden."
43,3,0,Behavior,"Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
43,40,0,"Size and position","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
43,41,0,"Size and position","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
43,44,0,"Size and position","The distance between a control's left and right edges."
43,42,0,"Size and position","The distance between a control's top and bottom edges."
43,283,0,"Style and theme","You can style a button's content and borders to make it stand out or to keep it subtle. This property accepts both static values and formulas that return text values. The available options are:"
43,284,0,"Style and theme","The color palette applied to a control. This color impacts all surfaces of the control that render a theme color. If you set the value to null or zero, the selected Fluent theme drives the color."
43,12,0,"Style and theme","The name of the family of fonts in which text appears."
43,285,0,"Style and theme","The font size of the text that appears on a control. If you set the value to null or zero, the selected Fluent theme drives the font size."
43,286,0,"Style and theme","The color of text in a control."
43,13,0,"Style and theme","The weight of the text in a control: Bold, Lighter, Normal, or Semibold."
43,287,0,"Style and theme","Whether the text in a control is italic."
43,288,0,"Style and theme","Whether a line appears under the text that appears on a control."
43,289,0,"Style and theme","Whether a line appears through the text that appears on a control."
43,291,0,"Additional properties","Determines whether the control can receive focus when the user navigates through the app by using the keyboard."
43,6,0,"Additional properties","Actions to perform when the user selects the control. Define what happens when someone clicks the button. To configure button actions:"
44,292,0,General,"Determines whether the card layout is vertical or horizontal"
44,293,0,General,"Header title text displayed on the card"
44,294,0,General,"Supplemental text displayed under or beside the title in the header"
44,295,0,General,"Description text displayed below the header of the card"
44,56,0,General,"Main preview image for the card"
44,296,0,General,"Alt text for the preview image for accessibility"
44,297,0,General,"Small avatar or icon displayed in the header with the title and subtitle"
44,298,0,General,"Alt text for the header image"
44,57,0,General,"Determines whether the preview image appears before or after the header section"
44,6,0,Behavior,"Action triggered when the user selects the card"
44,3,0,Behavior,"Controls whether the card is interactive, view‑only, or disabled"
44,11,0,Behavior,"Shows or hides the card"
44,299,0,"Style and theme","Controls corner roundness of the card container"
44,300,0,"Style and theme","Defines the shadow style applied to the card"
44,301,0,"Size and position","Position of the control on the canvas"
44,302,0,"Size and position","Dimensions of the control"
45,303,0,General,"The Checkbox's label."
45,63,0,General,"Label for screen readers."
45,11,0,General,"Whether a control appears or is hidden."
45,304,0,Behavior,"The controlled value for the checkbox."
45,3,0,Behavior,"Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
45,40,0,"Size and position","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
45,41,0,"Size and position","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
45,44,0,"Size and position","The distance between a control's left and right edges."
45,42,0,"Size and position","The distance between a control's top and bottom edges."
45,284,0,"Style and theme","The color palette applied to a control. This impacts all surfaces of the control that render a theme color."
45,12,0,"Style and theme","The name of the family of fonts in which text appears."
45,285,0,"Style and theme","The font size of the text that appears on a control. If the value is null or zero, then the font size is driven by selected Fluent theme."
45,286,0,"Style and theme","The color of text in a control."
45,13,0,"Style and theme","The weight of the text in a control: Bold, Lighter, Normal, or Semibold."
45,287,0,"Style and theme","Whether the text in a control is italic."
45,288,0,"Style and theme","Whether a line appears under the text that appears on a control."
45,289,0,"Style and theme","Whether a line appears through the text that appears on a control."
45,117,0,"Additional properties","Actions to perform when the user checks the control."
45,6,0,"Additional properties","Actions to perform when the user selects a control."
45,118,0,"Additional properties","Actions to perform when the user unchecks the control."
46,4,0,General,"The data source that contains the items shown in the combo box. Can be a collection, table, or Power Fx formula that returns a table."
46,305,0,General,"A formula that determines what text to display for each item in the dropdown list. Use `ThisItem` to reference the current item. Example: `ThisItem.DisplayName` or `ThisItem.Value1`."
46,119,0,General,"The initial items selected in the control before the user makes a change. Must be a table of records from the Items data source."
46,126,0,General,"Hint text that appears in the input field when no items are selected. Default is ""Find items""."
46,11,0,General,"Whether the control appears or is hidden. Use a Power Fx formula to show or hide the control based on app state."
46,122,0,Behavior,"Whether users can select multiple items. When `true`, users can select multiple items and each selected item can be toggled on or off by clicking it again. When `false`, only one item can be selected at a time. Default is true."
46,123,0,Behavior,"Whether the search box is enabled. When `true`, users can type to filter the list. When `false`, the control acts as a simple dropdown without search. Default is true."
46,5,0,Behavior,"How the app responds when the user selects or deselects an item. This event fires immediately on every selection or deselection, making it ideal for real-time filtering or dependent dropdowns."
46,306,0,Behavior,"(Display property) A toggle that controls whether users can select multiple items. Maps to the SelectMultiple property."
46,307,0,Behavior,"(Display property) A toggle that controls whether search is enabled. Maps to the IsSearchable property."
46,3,0,Behavior,"Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled). In View mode, the selection is shown but can't be changed."
46,2,0,Behavior,"When set to `true`, delays the OnChange event until the user clicks outside the control or presses Enter. When `false`, OnChange fires immediately on each selection. Default is false."
46,40,0,"Size and position","Distance between the left edge of the control and the left edge of its parent container (screen if no parent container)."
46,41,0,"Size and position","Distance between the top edge of the control and the top edge of its parent container (screen if no parent container)."
46,44,0,"Size and position","Distance between the control's left and right edges. Default is 320."
46,42,0,"Size and position","Distance between the control's top and bottom edges. Default is 32."
46,50,0,"Size and position","Distance between the text and the top edge of the control."
46,47,0,"Size and position","Distance between the text and the bottom edge of the control."
46,48,0,"Size and position","Distance between the text and the left edge of the control."
46,49,0,"Size and position","Distance between the text and the right edge of the control."
46,283,0,"Style and theme","The visual style of the control. Accepts `Appearance` enum values:"
46,284,0,"Style and theme","The base color used by the theme to generate the control's color palette. Changes this property to apply a different theme color to the control."
46,12,0,"Style and theme","The name of the font family in which text appears."
46,15,0,"Style and theme","The font size of the text, in points. Default is 14."
46,24,0,"Style and theme","The color of the text in the control."
46,13,0,"Style and theme","The weight (thickness) of the text. Accepts `FontWeight` enum values:"
46,14,0,"Style and theme","Whether the text appears in italic style."
46,17,0,"Style and theme","Whether a line appears under the text."
46,16,0,"Style and theme","Whether a line appears through the middle of the text."
46,26,0,"Style and theme","The background fill color of the control."
46,21,0,"Style and theme","The color of the control's border."
46,22,0,"Style and theme","The style of the control's border. Accepts `BorderStyle` enum values: `BorderStyle.Solid`, `BorderStyle.Dashed`, `BorderStyle.Dotted`, or `BorderStyle.None`."
46,23,0,"Style and theme","The thickness of the control's border in pixels."
46,53,0,"Style and theme","The corner radius for the top-left corner of the control."
46,54,0,"Style and theme","The corner radius for the top-right corner of the control."
46,51,0,"Style and theme","The corner radius for the bottom-left corner of the control."
46,52,0,"Style and theme","The corner radius for the bottom-right corner of the control."
46,63,0,Accessibility,"A label for screen readers to announce what the control is for. Describe the purpose of the combo box, not the current selection."
46,72,0,Accessibility,"The tab order of the control relative to other controls. Controls with lower TabIndex values receive focus before controls with higher values."
47,308,1,"Key properties","The Copilot answer control only supports Dataverse as the data source. The answer to the question comes from the Dataverse table that you select."
47,309,1,"Key properties","A user can select any of the views that are available in the data source."
47,310,1,"Key properties","Default list of fields available for the table. Users can select Edit to see the list of fields. They can also add or modify the fields based on their requirements."
47,293,1,"Key properties","A label that is displayed at the top of the Copilot answer control."
47,311,1,"Key properties","This is the question a maker asks the Copilot answer control. The question is used as the prompt to generate a response that is displayed by the answer control that's based on the selected Data source property."
47,312,0,"Additional properties","Should the Copilot answer control answer a question when the user clicks on the ‘Arrow’ icon (After sending) or as soon as the control loads when the question is defined in the properties window (Immediate)."
47,3,0,"Additional properties","Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled)."
47,313,0,"Additional properties","Whether a control appears or is hidden."
47,40,0,"Additional properties","The distance between the left edge of a control and the left edge of its parent container (screen if no parent container)."
47,41,0,"Additional properties","The distance between the top edge of a control and the top edge of the parent container (screen if no parent container)."
47,15,0,"Additional properties","The size of the control on the canvas"
48,314,0,General,"Hint text that appears when no date is selected. Default is ""Select a date""."
48,128,0,General,"The initial date selected in the control before the user makes a change. Use this property to set a default date when the picker first loads."
48,130,0,General,"The display format for the selected date. Accepts `DatePickerFormat` enum values or a custom format string:"
48,132,0,General,"The timezone used for date display and storage. Accepts `DateTimeZone` enum values:"
48,11,0,General,"Whether the control appears or is hidden. Use a Power Fx formula to show or hide the control based on app state."
48,5,0,Behavior,"How the app responds when the user selects a different date. This event fires when the date selection changes."
48,3,0,Behavior,"Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled). In View mode, the selected date is shown but the calendar can't be opened."
48,136,0,Behavior,"Whether the user can type a date directly into the input field or must use the calendar picker. When `false`, users must select the calendar icon to choose a date. Default is false."
48,40,0,"Size and position","Distance between the left edge of the control and the left edge of its parent container (screen if no parent container)."
48,41,0,"Size and position","Distance between the top edge of the control and the top edge of its parent container (screen if no parent container)."
48,44,0,"Size and position","Distance between the control's left and right edges. Default is 320."
48,42,0,"Size and position","Distance between the control's top and bottom edges. Default is 32."
48,50,0,"Size and position","Distance between the text and the top edge of the control."
48,47,0,"Size and position","Distance between the text and the bottom edge of the control."
48,48,0,"Size and position","Distance between the text and the left edge of the control."
48,49,0,"Size and position","Distance between the text and the right edge of the control."
48,283,0,"Style and theme","The visual style of the control. Accepts `Appearance` enum values:"
48,284,0,"Style and theme","The base color used by the theme to generate the control's color palette. Change this property to apply a different theme color to the control."
48,12,0,"Style and theme","The name of the font family in which text appears."
48,15,0,"Style and theme","The font size of the text, in points. Default is 0 (uses theme default)."
48,24,0,"Style and theme","The color of the text in the control."
48,13,0,"Style and theme","The weight (thickness) of the text. Accepts `FontWeight` enum values:"
48,14,0,"Style and theme","Whether the text appears in italic style."
48,17,0,"Style and theme","Whether a line appears under the text."
48,16,0,"Style and theme","Whether a line appears through the middle of the text."
48,26,0,"Style and theme","The background fill color of the control."
48,21,0,"Style and theme","The color of the control's border."
48,22,0,"Style and theme","The style of the control's border. Accepts `BorderStyle` enum values: `BorderStyle.Solid`, `BorderStyle.Dashed`, `BorderStyle.Dotted`, or `BorderStyle.None`."
48,23,0,"Style and theme","The thickness of the control's border in pixels."
48,53,0,"Style and theme","The corner radius for the top-left corner of the control."
48,54,0,"Style and theme","The corner radius for the top-right corner of the control."
48,51,0,"Style and theme","The corner radius for the bottom-left corner of the control."
48,52,0,"Style and theme","The corner radius for the bottom-right corner of the control."
48,63,0,Accessibility,"A label for screen readers to announce what the control is for. It should describe the purpose of the date picker, not the current selection."
48,100,0,Accessibility,"The language used for formatting dates and calendar display. The app settings provide the value if you don't specify it."
49,4,0,General,"The source of data that contains the items that appear in the control."
49,63,0,General,"Label for screen readers"
49,11,0,General,"Whether a control appears or is hidden"
49,110,0,Behavior,"Specifies if the field must be filled in."
49,3,0,Behavior,"Specifies whether the control lets the user enter data (Edit), only shows data (View), or is disabled (Disabled)."
49,40,0,"Size and position","The distance from the left edge of a control to the left edge of its parent container (or the screen if there's no parent container)."
49,41,0,"Size and position","The distance from the top edge of a control to the top edge of its parent container (or the screen if there's no parent container)."
49,44,0,"Size and position","The distance between a control's left and right edges."
49,42,0,"Size and position","The distance between a control's top and bottom edges."
49,284,0,"Style and theme","The color palette applied to a control. It affects all surfaces of the control that show a theme color."
49,285,0,"Style and theme","The font size of the text that appears on a control. If the value is null or zero, the font size comes from the selected Fluent theme."
49,5,0,"Additional properties","Actions that run when the user changes the value of a control."
49,315,0,"Additional properties","The control has two states: Error and None. When the error state is selected, the control’s border is highlighted in red."
49,119,0,"Additional properties","The initial value of a control before the user selects a different value."
50,316,0,General,"The information text displayed in the flyout when the user clicks or hovers over the info button icon. Supports plain text and formatted content."
50,11,0,General,"Whether the control appears or is hidden. Use a Power Fx formula to show or hide the control based on app state."
50,6,0,Behavior,"How the app responds when the user clicks the info button. Use this property to trigger extra actions beyond showing the flyout, such as logging analytics or updating variables."
50,3,0,Behavior,"Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled). In View mode, the icon is shown but the flyout can't be opened."
50,40,0,"Size and position","Distance between the left edge of the control and the left edge of its parent container. If there's no parent container, the screen acts as the parent."
50,41,0,"Size and position","Distance between the top edge of the control and the top edge of its parent container. If there's no parent container, the screen acts as the parent."
50,44,0,"Size and position","Distance between the control's left and right edges. The default value is 32."
50,42,0,"Size and position","Distance between the control's top and bottom edges. The default value is 32."
50,50,0,"Size and position","Distance between the icon and the top edge of the control."
50,47,0,"Size and position","Distance between the icon and the bottom edge of the control."
50,48,0,"Size and position","Distance between the icon and the left edge of the control."
50,49,0,"Size and position","Distance between the icon and the right edge of the control."
50,284,0,"Style and theme","The base color that the theme uses to generate the control's color palette. Change this property to apply a different theme color to the control."
50,12,0,"Style and theme","The name of the font family used for text in the flyout content."
50,15,0,"Style and theme","The font size of text in the flyout, in points. The default is 15."
50,24,0,"Style and theme","The color of text in the flyout content."
50,13,0,"Style and theme","The weight (thickness) of text in the flyout. Accepts `FontWeight` enum values:"
50,14,0,"Style and theme","Whether the text in the flyout appears in italic style."
50,17,0,"Style and theme","Whether a line appears under the text in the flyout."
50,16,0,"Style and theme","Whether a line appears through the middle of the text in the flyout."
50,317,0,"Style and theme","The color of the information icon button itself. Use this value to match your app's theme or draw attention to important information."
50,63,0,Accessibility,"A label for screen readers to announce what the info button provides information about. It should describe the purpose or topic of the information, not just ""info button""."
50,100,0,Accessibility,"The language used for the flyout content. If you don't specify this property, the app settings provide the language."
51,8,0,General,"The display text shown for the hyperlink. This is the text users see and click on. Can be different from the actual URL."
51,318,0,General,"The web address to go to when the link is clicked. Must be a valid URL that uses `http://`, `https://`, or other safe protocols. For security, the control blocks URLs that use `javascript:` or other unsafe schemes."
51,11,0,General,"Whether the control appears or is hidden. Use a Power Fx formula to show or hide the control based on app state."
51,227,0,Behavior,"Whether the text wraps to the next line when it goes beyond the control width. When `true`, text wraps to multiple lines. When `false`, text is clipped or continues on a single line. Default is true."
51,3,0,Behavior,"Whether the control accepts user input (Edit), only displays data (View), or is disabled (Disabled). In Edit mode, the link is clickable. In View mode, it displays as text without being clickable."
51,18,0,"Size and position","The horizontal alignment of text within the control. Accepts `Align` enum values:"
51,20,0,"Size and position","The vertical alignment of text within the control. Accepts `VerticalAlign` enum values:"
51,43,0,"Size and position","Whether the control automatically increases its height when the text content exceeds the visible area."
51,40,0,"Size and position","Distance between the left edge of the control and the left edge of its parent container (screen if no parent container)."
51,41,0,"Size and position","Distance between the top edge of the control and the top edge of its parent container (screen if no parent container)."
51,44,0,"Size and position","Distance between the control's left and right edges. Default is 150."
51,42,0,"Size and position","Distance between the control's top and bottom edges. Default is 32."
51,50,0,"Size and position","Distance between the text and the top edge of the control. Default is 5."
51,47,0,"Size and position","Distance between the text and the bottom edge of the control. Default is 5."
51,48,0,"Size and position","Distance between the text and the left edge of the control. Default is 5."
51,49,0,"Size and position","Distance between the text and the right edge of the control. Default is 5."
51,183,0,"Style and theme","The visual style of the link. Accepts `LinkAppearance` enum values:"
51,284,0,"Style and theme","The base color the theme uses to generate the control's color palette. Change this property to apply a different theme color to the control."
51,12,0,"Style and theme","The name of the font family for the text."
51,15,0,"Style and theme","The font size of the text, in points. Default is 15."
51,24,0,"Style and theme","The color of the link text in the control."
51,13,0,"Style and theme","The weight (thickness) of the text. Accepts `FontWeight` enum values:"
51,14,0,"Style and theme","Whether the text appears in italic style."
51,17,0,"Style and theme","Whether a line appears under the text. Links typically have underlines by default."
51,16,0,"Style and theme","Whether a line appears through the middle of the text."
51,26,0,"Style and theme","The background fill color of the control."
51,21,0,"Style and theme","The color of the control's border."
51,22,0,"Style and theme","The style of the control's border. Accepts `BorderStyle` enum values: `BorderStyle.Solid`, `BorderStyle.Dashed`, `BorderStyle.Dotted`, or `BorderStyle.None`."
51,23,0,"Style and theme","The thickness of the control's border in pixels."
51,53,0,"Style and theme","The corner radius for the top-left corner of the control."
51,54,0,"Style and theme","The corner radius for the top-right corner of the control."
51,51,0,"Style and theme","The corner radius for the bottom-left corner of the control."
51,52,0,"Style and theme","The corner radius for the bottom-right corner of the control."
51,63,0,Accessibility,"A label for screen readers to announce what the link leads to. Use a description of the destination or purpose of the link, not just ""link""."
51,100,0,Accessibility,"The language used for the link text. Inherits from app settings if you don't specify it."
52,1,0,General,"The initial value displayed when the control first loads. Use this value to set a default numeric value before user interaction."
52,10,0,General,"The current numeric value in the control. This value is the output property you reference in formulas to get the user's entered number."
52,229,0,General,"Placeholder text displayed in the input field when it's empty. Use this text to guide users on what value to enter."
52,11,0,General,"Whether the control appears or is hidden. Use a Power Fx formula to show or hide the control based on app state."
52,5,0,Behavior,"How the app responds when the user changes the value. This event fires when the user moves focus away from the control (on blur) or clicks the increment or decrement step buttons, not on every keystroke."
52,215,0,Behavior,"The minimum allowed value. Users can't enter or step below this number. The control shows a validation error if the user attempts to enter a value below the minimum."
52,206,0,Behavior,"The maximum allowed value. Users can't enter or step above this number. The control shows a validation error if the user attempts to enter a value above the maximum."
52,319,0,Behavior,"The increment or decrement amount when users click the step up or down buttons. Default is 1."
52,320,0,Behavior,"The number of decimal places to display and allow. Accepts `DecimalPrecision` enum values:"
52,315,0,Behavior,"The visual validation state of the control. Accepts `ValidationState` enum values:"
52,3,0,Behavior,"Whether the control allows user input (Edit), only displays data (View), or is disabled (Disabled). In View mode, the value is shown but can't be edited."
52,18,0,"Size and position","The horizontal alignment of text within the control. Accepts `Align` enum values:"
52,40,0,"Size and position","Distance between the left edge of the control and the left edge of its parent container (screen if no parent container)."
52,41,0,"Size and position","Distance between the top edge of the control and the top edge of its parent container (screen if no parent container)."
52,44,0,"Size and position","Distance between the control's left and right edges. Default is 320."
52,42,0,"Size and position","Distance between the control's top and bottom edges. Default is 32."
52,50,0,"Size and position","Distance between the text and the top edge of the control."
52,47,0,"Size and position","Distance between the text and the bottom edge of the control."
52,48,0,"Size and position","Distance between the text and the left edge of the control."
52,49,0,"Size and position","Distance between the text and the right edge of the control."
52,283,0,"Style and theme","The visual style of the control. Accepts `Appearance` enum values:"
52,284,0,"Style and theme","The base color that the theme uses to generate the control's color palette. Change this property to apply a different theme color to the control."
52,12,0,"Style and theme","The name of the font family for the text."
52,15,0,"Style and theme","The font size of the text, in points."
52,24,0,"Style and theme","The color of the text in the control."
52,26,0,"Style and theme","The background fill color of the control."
52,21,0,"Style and theme","The color of the control's border."
